Category,ViewPath,Substitutions,en-US*,en-US,"ref=""0""","ref=""1""","ref=""2""","ref=""3""","ref=""4""","ref=""5""","ref=""6""","ref=""7""","ref=""8""","ref=""9""","ref=""10""","ref=""11""","ref=""12""","ref=""13""","ref=""14""","ref=""15"""
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\In_Put [40]\TH. GAU COT LIEU\Comment,,Tín hiệu gàu tải cốt liệu nóng,Tín hiệu gàu tải cốt liệu nóng,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\TH. GAU COT LIEU,,Tín hiệu gàu tải cốt liệu nóng,Tín hiệu gàu tải cốt liệu nóng,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\In_Put [40]\TH. GAU F/D\Comment,,Tín hiệu gàu tải phụ gia bột,Tín hiệu gàu tải phụ gia bột,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\TH. GAU F/D,,Tín hiệu gàu tải phụ gia bột,Tín hiệu gàu tải phụ gia bột,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\In_Put [40]\TH. MNK\Comment,,Tín hiệu máy nén khí chạy,Tín hiệu máy nén khí chạy,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\TH. MNK,,Tín hiệu máy nén khí chạy,Tín hiệu máy nén khí chạy,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\In_Put [40]\TH. NOI TRON\Comment,,Tín hiệu nồi trộn,Tín hiệu nồi trộn,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\TH. NOI TRON,,Tín hiệu nồi trộn,Tín hiệu nồi trộn,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\In_Put [40]\TH. SANG RUNG\Comment,,Tín hiệu sàng rung cốt liệu nóng,Tín hiệu sàng rung cốt liệu nóng,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\TH. SAN RUNG,,Tín hiệu sàng rung cốt liệu nóng,Tín hiệu sàng rung cốt liệu nóng,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\In_Put [40]\TH. TANG SAY\Comment,,Tín hiệu tang sấy cốt liệu,Tín hiệu tang sấy cốt liệu,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\TH. TANG SAY,,Tín hiệu tang sấy cốt liệu,Tín hiệu tang sấy cốt liệu,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\7.WEIGHT_PROCESS [FB7]\Network 2\Network comment,,"Tính lượng CAN DƯ, khi cân FU, nếu vì lý do nào đó mà W_IN tiếp tục tăng, túc cân tiếp tục được nạp, thì  giá trị Dư đó xẽ được lưu lại vào biến #CAN DU
Báo tràn OVER: trong chế độ AUTO, nếu W_IN lớn hơn SS TRÊN sẽ báo tràn, khi bật FU_OUT thì không kích báo tràn tiếp được
Nhưng OVER này được giữ, nó chỉ bị reset khi xả cân, khi đó W_IN nhỏ hơn SS_TREN
W_OVER chính là lượng cân dư","Tính lượng CAN DƯ, khi cân FU, nếu vì lý do nào đó mà W_IN tiếp tục tăng, túc cân tiếp tục được nạp, thì  giá trị Dư đó xẽ được lưu lại vào biến #CAN DU
Báo tràn OVER: trong chế độ AUTO, nếu W_IN lớn hơn SS TRÊN sẽ báo tràn, khi bật FU_OUT thì không kích báo tràn tiếp được
Nhưng OVER này được giữ, nó chỉ bị reset khi xả cân, khi đó W_IN nhỏ hơn SS_TREN
W_OVER chính là lượng cân dư",,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\7.WEIGHT_PROCESS [FB7]\Network 5\Network title,,TRANG THAI,TRANG THAI,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\TTC_AG1,,Trạng thái cân Ag1,Trạng thái cân Ag1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\TTC_AG2,,Trạng thái cân Ag2,Trạng thái cân Ag2,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\TTC_AG3,,Trạng thái cân Ag3,Trạng thái cân Ag3,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\FCCA_CCD_AGG12345 [FC19]\Network 5\Network title,,Trạng thái cân Ag4,Trạng thái cân Ag4,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\FCCA_IND_AGG12345 [FC21]\Network 5\Network title,,Trạng thái cân Ag4,Trạng thái cân Ag4,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\TTC_AG4,,Trạng thái cân Ag4,Trạng thái cân Ag4,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\TTC_AG5,,Trạng thái cân Ag5,Trạng thái cân Ag5,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\TTC_AP1,,Trạng thái cân AP1,Trạng thái cân AP1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\TTC_FD1,,Trạng thái cân FD1,Trạng thái cân FD1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\FCCA_CCD_AP1 [FC16]\Network 1\Network title,,Trạng thái cân Nước 1 hoặc AP1,Trạng thái cân Nước 1 hoặc AP1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\TTC_SB1,,Trạng thái cân SBS1,Trạng thái cân SBS1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\SIMULATION,,Trạng thái chạy mô phỏng,Trạng thái chạy mô phỏng,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\RUNNING,,Trạng thái đang trộn,Trạng thái đang trộn,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\MIXER_FULL,,Trạng thái nồi trộn báo đầy,Trạng thái nồi trộn báo đầy,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\XNC_AUT_AG1,,Tự dộng xác nhận cân dư Agg1,Tự dộng xác nhận cân dư Agg1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\XNC_AUT_AG2,,Tự dộng xác nhận cân dư Agg2,Tự dộng xác nhận cân dư Agg2,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\XNC_AUT_AG3,,Tự dộng xác nhận cân dư Agg3,Tự dộng xác nhận cân dư Agg3,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\XNC_AUT_AG4,,Tự dộng xác nhận cân dư Agg4,Tự dộng xác nhận cân dư Agg4,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\XNC_AUT_AG5,,Tự dộng xác nhận cân dư Agg5,Tự dộng xác nhận cân dư Agg5,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\XNC_AUT_AP1,,Tự dộng xác nhận cân dư AP1,Tự dộng xác nhận cân dư AP1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\XNC_AUT_FD1,,Tự dộng xác nhận cân dư FD1,Tự dộng xác nhận cân dư FD1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\XNC_AUT_SB1,,Tự dộng xác nhận cân dư SBS1,Tự dộng xác nhận cân dư SBS1,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\CAN AG1\Comment,,Van cân AG1,Van cân AG1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\CAN AG1,,Van cân AG1,Van cân AG1,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\CAN AG2\Comment,,Van cân AG2,Van cân AG2,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\CAN AG2,,Van cân AG2,Van cân AG2,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\CAN AG3\Comment,,Van cân AG3,Van cân AG3,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\CAN AG3,,Van cân AG3,Van cân AG3,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\CAN AG4\Comment,,Van cân AG4,Van cân AG4,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\CAN AG4,,Van cân AG4,Van cân AG4,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\CAN AG5\Comment,,Van cân AG5,Van cân AG5,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\CAN AG5,,Van cân AG5,Van cân AG5,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\CAN FD1\Comment,,Van cân F/D,Van cân F/D,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\CAN FD1,,Van cân F/D,Van cân F/D,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\CAN SB1\Comment,,Van cân hạt nhựa SBS,Van cân hạt nhựa SBS,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\CAN SB1,,Van cân hạt nhựa SBS,Van cân hạt nhựa SBS,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\DONG CUA\Comment,,Van đóng cửa nồi trộn,Van đóng cửa nồi trộn,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\DONG CUA,,Van đóng cửa nồi trộn,Van đóng cửa nồi trộn,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\MO CUA\Comment,,Van mở cửa nồi trộn,Van mở cửa nồi trộn,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\MO CUA,,Van mở cửa nồi trộn,Van mở cửa nồi trộn,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\XA W_AG1\Comment,,Van xả cân AG1,Van xả cân AG1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\XA W_AG1,,Van xả cân AG1,Van xả cân AG1,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\XA W_AP1\Comment,,Van xả cân AP1,Van xả cân AP1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\XA W_AP1,,Van xả cân AP1,Van xả cân AP1,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\XA W_FD1\Comment,,Van xả cân FD1,Van xả cân FD1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\XA W_FD1,,Van xả cân FD1,Van xả cân FD1,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\XA W_SB1\Comment,,Van xả cân SB1,Van xả cân SB1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\XA W_SB1,,Van xả cân SB1,Van xả cân SB1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\5. QUA TRINH NAP LIEU [FC5]\Network 1\Network title,,Van xả phễu chờ,Van xả phễu chờ,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\Main_P1 [OB1]\Network 20\Network title,,VAN XẢ PHỄU NẠP HẠT SBS,VAN XẢ PHỄU NẠP HẠT SBS,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\Main_P1 [OB1]\Network 21\Network title,,VỆ SINH PHỄU AGG,VỆ SINH PHỄU AGG,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\VIT TAI FD\Comment,,Vít tải F/D,Vít tải F/D,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\VIT TAI FD,,Vít tải F/D,Vít tải F/D,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\1.ANALOG_INPUT [FB1]\Network 5\Network title,,WEIGHT OUT,WEIGHT OUT,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\Main_P1 [OB1]\Network 8\Network title,,XỬ LÍ CÂN CỐT LIỆU,XỬ LÍ CÂN CỐT LIỆU,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\Main_P1 [OB1]\Network 9\Network title,,XỬ LÍ CÂN FD,XỬ LÍ CÂN FD,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\Main_P1 [OB1]\Network 10\Network title,,XỬ LÍ CÂN NHỰA,XỬ LÍ CÂN NHỰA,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\Main_P1 [OB1]\Network 11\Network title,,XỬ LÍ CÂN SBS,XỬ LÍ CÂN SBS,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\Main_P1 [OB1]\Network 13\Network title,,XỬ LÍ NỒI TRỘN,XỬ LÍ NỒI TRỘN,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\FCXL_CCD_AGG12345 [FC9]\Network 1\Network title,,XU LY CAN AGG1,XU LY CAN AGG1,,,,,,,,,,,,,,,,
